VehicleID,FinancialYear,VehicleType,Manufacturer,ConditionScore
17966,2008-09,Light Goods Vehicle,Mercedes Benz,20
17969,2006-07,Light Goods Vehicle,Mercedes Benz,40
17970,2005-06,Heavy Goods Vehicle,Mercedes Benz,10
17970,2011-12,Heavy Goods Vehicle,Mercedes Benz,10
17971,2005-06,Heavy Goods Vehicle,Volvo,70
17971,2007-08,Heavy Goods Vehicle,Volvo,65
17971,2011-12,Heavy Goods Vehicle,Volvo,75
17972,2005-06,Light Goods Vehicle,Volvo,20
17972,2011-12,Light Goods Vehicle,Volvo,20
17974,2009-10,Light Goods Vehicle,Volvo,40
17976,2001-02,Heavy Goods Vehicle,Volvo,65
17976,2008-09,Heavy Goods Vehicle,Volvo,15
17978,2005-06,Personnel Vehicle,Fiat,60
17978,2011-12,Personnel Vehicle,Fiat,70
17980,2003-04,Heavy Goods Vehicle,Mercedes Benz,10
17980,2009-10,Heavy Goods Vehicle,Mercedes Benz,10
17982,2003-04,Personnel Vehicle,Mercedes Benz,75
17982,2010-11,Personnel Vehicle,Mercedes Benz,70
17983,2002-03,Personnel Vehicle,Mercedes Benz,70
17983,2009-10,Personnel Vehicle,Mercedes Benz,60
17986,2002-03,Heavy Goods Vehicle,Volvo,30
17986,2009-10,Heavy Goods Vehicle,Volvo,10
17988,2002-03,Light Goods Vehicle,Mercedes Benz,35
17988,2008-09,Light Goods Vehicle,Mercedes Benz,35
17989,2006-07,Heavy Goods Vehicle,Mercedes Benz,60
17991,2005-06,Light Goods Vehicle,Mercedes Benz,20
17991,2011-12,Light Goods Vehicle,Mercedes Benz,50
17992,2009-10,Heavy Goods Vehicle,Mercedes Benz,50
17994,2001-02,Light Goods Vehicle,Mercedes Benz,50
17994,2008-09,Light Goods Vehicle,Mercedes Benz,35
17995,2003-04,Light Goods Vehicle,Mercedes Benz,70
17995,2009-10,Light Goods Vehicle,Mercedes Benz,70
17996,2007-08,Light Goods Vehicle,Volvo,48
17997,2009-10,Light Goods Vehicle,Volvo,20
17999,2003-04,Light Goods Vehicle,Volvo,45
18003,2004-05,Heavy Goods Vehicle,Volvo,50
18003,2010-11,Heavy Goods Vehicle,Volvo,15
18004,2001-02,Light Goods Vehicle,Fiat,20
18004,2007-08,Light Goods Vehicle,Fiat,5
18005,2003-04,Personnel Vehicle,Mercedes Benz,70
18005,2009-10,Personnel Vehicle,Mercedes Benz,70
18006,2009-10,Heavy Goods Vehicle,Mercedes Benz,65
18007,2011-12,Heavy Goods Vehicle,Mercedes Benz,100
18008,2002-03,Light Goods Vehicle,Mercedes Benz,68
18008,2009-10,Light Goods Vehicle,Mercedes Benz,68
18009,2001-02,Personnel Vehicle,Mercedes Benz,55
18009,2008-09,Personnel Vehicle,Mercedes Benz,55
18013,2005-06,Light Goods Vehicle,Volvo,85
18013,2008-09,Light Goods Vehicle,Volvo,85
18014,2005-06,Light Goods Vehicle,Volvo,45
18015,2005-06,Light Goods Vehicle,Volvo,75
18016,2009-10,Light Goods Vehicle,Volvo,85
18019,2005-06,Personnel Vehicle,Mercedes Benz,60
18019,2011-12,Personnel Vehicle,Mercedes Benz,60
18020,2002-03,Light Goods Vehicle,Mercedes Benz,85
18020,2008-09,Light Goods Vehicle,Mercedes Benz,80
18022,2006-07,Heavy Goods Vehicle,Mercedes Benz,5
18023,2002-03,Light Goods Vehicle,Mercedes Benz,70
18023,2007-08,Light Goods Vehicle,Mercedes Benz,70
18024,2005-06,Light Goods Vehicle,Mercedes Benz,20
18024,2011-12,Light Goods Vehicle,Mercedes Benz,0
18025,2003-04,Heavy Goods Vehicle,Mercedes Benz,5
18025,2010-11,Heavy Goods Vehicle,Mercedes Benz,40
18027,2006-07,Light Goods Vehicle,Volvo,35
18028,2004-05,Light Goods Vehicle,Volvo,20
18028,2010-11,Light Goods Vehicle,Volvo,55
18031,2005-06,Personnel Vehicle,Mercedes Benz,85
18032,2001-02,Light Goods Vehicle,Mercedes Benz,0
18034,2003-04,Personnel Vehicle,Mercedes Benz,100
18034,2011-12,Personnel Vehicle,Mercedes Benz,85
18035,2004-05,Personnel Vehicle,Mercedes Benz,70
18036,2004-05,Personnel Vehicle,Mercedes Benz,85
18036,2011-12,Personnel Vehicle,Mercedes Benz,85
18037,2003-04,Light Goods Vehicle,Mercedes Benz,50
18037,2009-10,Light Goods Vehicle,Mercedes Benz,50
18039,2006-07,Heavy Goods Vehicle,Volvo,70
18040,2005-06,Light Goods Vehicle,Fiat,48
18041,2002-03,Heavy Goods Vehicle,Volvo,10
18041,2009-10,Heavy Goods Vehicle,Volvo,30
18042,2005-06,Light Goods Vehicle,Volvo,65
18043,2007-08,Light Goods Vehicle,Volvo,20
18044,2004-05,Light Goods Vehicle,Volvo,50
18046,2003-04,Light Goods Vehicle,Fiat,65
18047,2005-06,Personnel Vehicle,Volvo,50
18047,2011-12,Personnel Vehicle,Volvo,65
18048,2010-11,Light Goods Vehicle,Volvo,20
18049,2001-02,Heavy Goods Vehicle,Volvo,80
18049,2007-08,Heavy Goods Vehicle,Volvo,65
18051,2008-09,Light Goods Vehicle,Volvo,50
18052,2003-04,Heavy Goods Vehicle,Mercedes Benz,65
18052,2009-10,Heavy Goods Vehicle,Mercedes Benz,60
18053,2004-05,Personnel Vehicle,Mercedes Benz,70
18053,2010-11,Personnel Vehicle,Mercedes Benz,70
18054,2010-11,Light Goods Vehicle,Mercedes Benz,50
18055,2005-06,Light Goods Vehicle,Mercedes Benz,70
18057,2001-02,Light Goods Vehicle,Mercedes Benz,50
18057,2007-08,Light Goods Vehicle,Mercedes Benz,65
18058,2003-04,Light Goods Vehicle,Mercedes Benz,30
18058,2009-10,Light Goods Vehicle,Mercedes Benz,30
18059,2006-07,Personnel Vehicle,Mercedes Benz,80
18060,2004-05,Heavy Goods Vehicle,Mercedes Benz,10
18061,2005-06,Light Goods Vehicle,Fiat,35
18061,2011-12,Light Goods Vehicle,Fiat,45
18062,2005-06,Light Goods Vehicle,Volvo,65
18064,2005-06,Light Goods Vehicle,Volvo,0
18065,2004-05,Personnel Vehicle,Volvo,40
18065,2010-11,Personnel Vehicle,Volvo,25
18066,2006-07,Light Goods Vehicle,Volvo,50
18067,2003-04,Light Goods Vehicle,Fiat,20
18068,2005-06,Heavy Goods Vehicle,Volvo,30
18068,2011-12,Heavy Goods Vehicle,Volvo,30
18069,2005-06,Light Goods Vehicle,Volvo,20
18070,2007-08,Heavy Goods Vehicle,Volvo,15
18071,2001-02,Light Goods Vehicle,Volvo,70
18071,2008-09,Light Goods Vehicle,Volvo,70
18073,2002-03,Personnel Vehicle,Mercedes Benz,85
18073,2011-12,Personnel Vehicle,Mercedes Benz,100
18074,2005-06,Light Goods Vehicle,Mercedes Benz,65
18074,2011-12,Light Goods Vehicle,Mercedes Benz,65
18075,2004-05,Heavy Goods Vehicle,Mercedes Benz,60
18075,2010-11,Heavy Goods Vehicle,Mercedes Benz,40
18077,2003-04,Light Goods Vehicle,Mercedes Benz,75
18078,2007-08,Personnel Vehicle,Volvo,60
18079,2005-06,Light Goods Vehicle,Fiat,40
18080,2001-02,Heavy Goods Vehicle,Volvo,50
18080,2008-09,Heavy Goods Vehicle,Volvo,10
18080,2011-12,Heavy Goods Vehicle,Volvo,10
18081,2004-05,Light Goods Vehicle,Volvo,35
18082,2002-03,Light Goods Vehicle,Volvo,40
18082,2008-09,Light Goods Vehicle,Volvo,40
18085,2006-07,Light Goods Vehicle,Volvo,80
18086,2002-03,Personnel Vehicle,Volvo,10
18086,2009-10,Personnel Vehicle,Volvo,10
18087,2004-05,Heavy Goods Vehicle,Volvo,50
18087,2008-09,Heavy Goods Vehicle,Volvo,30
18087,2010-11,Heavy Goods Vehicle,Volvo,15
18088,2004-05,Light Goods Vehicle,Volvo,85
18088,2010-11,Light Goods Vehicle,Volvo,70
18089,2005-06,Personnel Vehicle,Fiat,60
18089,2011-12,Personnel Vehicle,Fiat,60
18090,2001-02,Heavy Goods Vehicle,Volvo,10
18091,2003-04,Heavy Goods Vehicle,Volvo,50
18091,2007-08,Heavy Goods Vehicle,Volvo,50
18091,2011-12,Heavy Goods Vehicle,Volvo,50
18093,2004-05,Heavy Goods Vehicle,Mercedes Benz,30
18094,2001-02,Light Goods Vehicle,Mercedes Benz,35
18094,2007-08,Light Goods Vehicle,Mercedes Benz,35
18096,2010-11,Light Goods Vehicle,Fiat,5
18098,2004-05,Personnel Vehicle,Volvo,10
18098,2010-11,Personnel Vehicle,Volvo,10
18099,2011-12,Heavy Goods Vehicle,Fiat,30
18100,2006-07,Light Goods Vehicle,Volvo,68
18101,2007-08,Light Goods Vehicle,Volvo,40
18102,2006-07,Light Goods Vehicle,Volvo,40
18103,2001-02,Light Goods Vehicle,Volvo,30
18103,2008-09,Light Goods Vehicle,Volvo,0
18104,2001-02,Personnel Vehicle,Volvo,70
18104,2008-09,Personnel Vehicle,Volvo,70
18104,2011-12,Personnel Vehicle,Volvo,0
18105,2005-06,Light Goods Vehicle,Mercedes Benz,65
18105,2011-12,Light Goods Vehicle,Mercedes Benz,40
18107,2001-02,Light Goods Vehicle,Mercedes Benz,55
18107,2007-08,Light Goods Vehicle,Mercedes Benz,45
18108,2008-09,Light Goods Vehicle,Volvo,35
18109,2005-06,Light Goods Vehicle,Fiat,60
18110,2007-08,Heavy Goods Vehicle,Volvo,15
18113,2004-05,Heavy Goods Vehicle,Volvo,30
18113,2010-11,Heavy Goods Vehicle,Volvo,5
18114,2005-06,Heavy Goods Vehicle,Volvo,75
18116,2006-07,Light Goods Vehicle,Volvo,20
18117,2001-02,Light Goods Vehicle,Volvo,60
18117,2007-08,Light Goods Vehicle,Volvo,45
18118,2004-05,Light Goods Vehicle,Volvo,40
18118,2010-11,Light Goods Vehicle,Volvo,45
18119,2007-08,Light Goods Vehicle,Fiat,10
18120,2001-02,Personnel Vehicle,Volvo,85
18120,2008-09,Personnel Vehicle,Volvo,85
18121,2007-08,Heavy Goods Vehicle,Mercedes Benz,60
18121,2011-12,Heavy Goods Vehicle,Mercedes Benz,60
18122,2004-05,Light Goods Vehicle,Mercedes Benz,70
18123,2001-02,Personnel Vehicle,Mercedes Benz,80
18123,2007-08,Personnel Vehicle,Mercedes Benz,80
18124,2004-05,Heavy Goods Vehicle,Mercedes Benz,60
18125,2003-04,Light Goods Vehicle,Mercedes Benz,35
18126,2003-04,Light Goods Vehicle,Mercedes Benz,65
18126,2009-10,Light Goods Vehicle,Mercedes Benz,35
18127,2001-02,Light Goods Vehicle,Volvo,35
18127,2007-08,Light Goods Vehicle,Volvo,50
18128,2005-06,Light Goods Vehicle,Fiat,55
18129,2004-05,Light Goods Vehicle,Volvo,50
18130,2006-07,Light Goods Vehicle,Volvo,10
18131,2005-06,Heavy Goods Vehicle,Volvo,10
18133,2004-05,Personnel Vehicle,Volvo,70
18133,2010-11,Personnel Vehicle,Volvo,70
18134,2006-07,Light Goods Vehicle,Volvo,40
18135,2004-05,Heavy Goods Vehicle,Volvo,30
18135,2010-11,Heavy Goods Vehicle,Volvo,100
18136,2007-08,Light Goods Vehicle,Fiat,10
18137,2007-08,Heavy Goods Vehicle,Volvo,35
18138,2008-09,Heavy Goods Vehicle,Volvo,65
18139,2001-02,Personnel Vehicle,Mercedes Benz,50
18139,2007-08,Personnel Vehicle,Mercedes Benz,70
18140,2005-06,Light Goods Vehicle,Mercedes Benz,50
18140,2011-12,Light Goods Vehicle,Mercedes Benz,70
18141,2002-03,Personnel Vehicle,Mercedes Benz,70
18142,2002-03,Light Goods Vehicle,Mercedes Benz,20
18142,2008-09,Light Goods Vehicle,Mercedes Benz,55
18143,2003-04,Personnel Vehicle,Mercedes Benz,70
18143,2011-12,Personnel Vehicle,Mercedes Benz,80
18144,2003-04,Light Goods Vehicle,Mercedes Benz,65
18146,2005-06,Heavy Goods Vehicle,Mercedes Benz,30
18146,2011-12,Heavy Goods Vehicle,Mercedes Benz,30
18147,2003-04,Heavy Goods Vehicle,Mercedes Benz,35
18147,2009-10,Heavy Goods Vehicle,Mercedes Benz,35
18147,2011-12,Heavy Goods Vehicle,Mercedes Benz,35
18148,2001-02,Light Goods Vehicle,Mercedes Benz,45
18149,2003-04,Light Goods Vehicle,Mercedes Benz,75
18149,2009-10,Light Goods Vehicle,Mercedes Benz,70
18150,2004-05,Heavy Goods Vehicle,Volvo,50
18150,2011-12,Heavy Goods Vehicle,Volvo,30
18154,2001-02,Light Goods Vehicle,Volvo,50
18154,2008-09,Light Goods Vehicle,Volvo,55
18155,2005-06,Heavy Goods Vehicle,Volvo,30
18155,2011-12,Heavy Goods Vehicle,Volvo,30
18156,2001-02,Heavy Goods Vehicle,Volvo,60
18156,2010-11,Heavy Goods Vehicle,Volvo,30
18157,2006-07,Heavy Goods Vehicle,Volvo,10
18157,2010-11,Heavy Goods Vehicle,Volvo,90
18159,2004-05,Light Goods Vehicle,Fiat,10
18159,2010-11,Light Goods Vehicle,Fiat,0
18160,2006-07,Light Goods Vehicle,Volvo,20
18163,2002-03,Heavy Goods Vehicle,Fiat,10
18163,2007-08,Heavy Goods Vehicle,Fiat,30
18164,2008-09,Light Goods Vehicle,Volvo,40
18166,2003-04,Light Goods Vehicle,Mercedes Benz,70
18167,2005-06,Personnel Vehicle,Mercedes Benz,80
18168,2001-02,Personnel Vehicle,Mercedes Benz,60
18168,2007-08,Personnel Vehicle,Mercedes Benz,50
18169,2005-06,Heavy Goods Vehicle,Mercedes Benz,30
18169,2011-12,Heavy Goods Vehicle,Mercedes Benz,30
18170,2003-04,Personnel Vehicle,Mercedes Benz,70
18171,2002-03,Personnel Vehicle,Mercedes Benz,75
18171,2009-10,Personnel Vehicle,Mercedes Benz,45
18172,2003-04,Light Goods Vehicle,Mercedes Benz,65
18173,2004-05,Heavy Goods Vehicle,Volvo,50
18173,2011-12,Heavy Goods Vehicle,Volvo,50
18174,2006-07,Light Goods Vehicle,Volvo,20
18174,2007-08,Light Goods Vehicle,Volvo,40
18176,2005-06,Light Goods Vehicle,Fiat,35
18178,2004-05,Heavy Goods Vehicle,Volvo,60
18179,2004-05,Light Goods Vehicle,Volvo,50
18179,2010-11,Light Goods Vehicle,Volvo,60
18180,2005-06,Light Goods Vehicle,Fiat,10
18181,2004-05,Heavy Goods Vehicle,Volvo,5
18181,2010-11,Heavy Goods Vehicle,Volvo,50
18183,2005-06,Personnel Vehicle,Volvo,70
18184,2007-08,Heavy Goods Vehicle,Volvo,30
18185,2006-07,Heavy Goods Vehicle,Fiat,65
18186,2006-07,Light Goods Vehicle,Volvo,40
18187,2001-02,Light Goods Vehicle,Volvo,20
18187,2008-09,Light Goods Vehicle,Volvo,0
18189,2004-05,Light Goods Vehicle,Mercedes Benz,85
18189,2010-11,Light Goods Vehicle,Mercedes Benz,50
18190,2010-11,Light Goods Vehicle,Mercedes Benz,20
18191,2001-02,Light Goods Vehicle,Mercedes Benz,35
18191,2007-08,Light Goods Vehicle,Mercedes Benz,20
18192,2005-06,Personnel Vehicle,Mercedes Benz,50
18193,2001-02,Personnel Vehicle,Mercedes Benz,70
18193,2007-08,Personnel Vehicle,Mercedes Benz,60
18195,2003-04,Light Goods Vehicle,Volvo,30
18195,2011-12,Light Goods Vehicle,Volvo,20
18196,2005-06,Heavy Goods Vehicle,Fiat,30
18196,2011-12,Heavy Goods Vehicle,Fiat,50
18197,2005-06,Light Goods Vehicle,Fiat,10
18198,2005-06,Light Goods Vehicle,Volvo,35
18199,2004-05,Light Goods Vehicle,Volvo,10
18199,2010-11,Light Goods Vehicle,Volvo,5
18201,2001-02,Light Goods Vehicle,Volvo,50
18201,2007-08,Light Goods Vehicle,Volvo,50
18202,2004-05,Personnel Vehicle,Volvo,60
18202,2010-11,Personnel Vehicle,Volvo,60
18204,2009-10,Heavy Goods Vehicle,Fiat,10
18205,2006-07,Heavy Goods Vehicle,Volvo,30
18205,2011-12,Heavy Goods Vehicle,Volvo,30
18206,2004-05,Heavy Goods Vehicle,Fiat,10
18207,2006-07,Heavy Goods Vehicle,Mercedes Benz,10
18208,2005-06,Heavy Goods Vehicle,Mercedes Benz,65
18208,2011-12,Heavy Goods Vehicle,Mercedes Benz,30
18210,2006-07,Light Goods Vehicle,Mercedes Benz,35
18211,2001-02,Light Goods Vehicle,Volvo,0
18211,2009-10,Light Goods Vehicle,Volvo,20
18212,2005-06,Light Goods Vehicle,Fiat,65
18214,2001-02,Light Goods Vehicle,Volvo,60
18214,2007-08,Light Goods Vehicle,Volvo,30
18215,2010-11,Light Goods Vehicle,Volvo,50
18218,2004-05,Heavy Goods Vehicle,Volvo,30
18218,2010-11,Heavy Goods Vehicle,Volvo,30
18220,2003-04,Personnel Vehicle,Fiat,85
18220,2009-10,Personnel Vehicle,Fiat,100
18221,2006-07,Light Goods Vehicle,Volvo,80
18222,2008-09,Heavy Goods Vehicle,Fiat,50
18223,2008-09,Light Goods Vehicle,Volvo,0
18224,2007-08,Light Goods Vehicle,Mercedes Benz,48
18225,2004-05,Personnel Vehicle,Mercedes Benz,75
18225,2010-11,Personnel Vehicle,Mercedes Benz,45
18226,2005-06,Personnel Vehicle,Mercedes Benz,100
18226,2011-12,Personnel Vehicle,Mercedes Benz,100
18227,2005-06,Heavy Goods Vehicle,Mercedes Benz,30
18227,2011-12,Heavy Goods Vehicle,Mercedes Benz,30
18228,2006-07,Heavy Goods Vehicle,Mercedes Benz,30
18229,2006-07,Personnel Vehicle,Mercedes Benz,80
18230,2005-06,Personnel Vehicle,Mercedes Benz,85
18230,2011-12,Personnel Vehicle,Mercedes Benz,85
18232,2004-05,Light Goods Vehicle,Mercedes Benz,50
18232,2010-11,Light Goods Vehicle,Mercedes Benz,70
18235,2005-06,Light Goods Vehicle,Fiat,48
18235,2011-12,Light Goods Vehicle,Fiat,48
18236,2001-02,Light Goods Vehicle,Volvo,35
18236,2007-08,Light Goods Vehicle,Volvo,55
18237,2005-06,Personnel Vehicle,Volvo,60
18238,2003-04,Heavy Goods Vehicle,Volvo,10
18238,2004-05,Heavy Goods Vehicle,Volvo,10
18238,2005-06,Heavy Goods Vehicle,Volvo,10
18238,2009-10,Heavy Goods Vehicle,Volvo,5
18238,2010-11,Heavy Goods Vehicle,Volvo,10
18242,2008-09,Light Goods Vehicle,Volvo,45
18243,2005-06,Light Goods Vehicle,Mercedes Benz,20
18244,2008-09,Light Goods Vehicle,Volvo,40
18245,2001-02,Light Goods Vehicle,Volvo,45
18245,2007-08,Light Goods Vehicle,Volvo,45
18246,2005-06,Light Goods Vehicle,Volvo,50
18246,2011-12,Light Goods Vehicle,Volvo,50
18247,2006-07,Light Goods Vehicle,Volvo,0
18249,2007-08,Light Goods Vehicle,Volvo,48
18251,2006-07,Light Goods Vehicle,Volvo,70
18252,2003-04,Light Goods Vehicle,Volvo,50
18252,2009-10,Light Goods Vehicle,Volvo,70
18253,2004-05,Heavy Goods Vehicle,Volvo,10
18254,2004-05,Personnel Vehicle,Mercedes Benz,70
18255,2004-05,Personnel Vehicle,Mercedes Benz,85
18256,2005-06,Personnel Vehicle,Mercedes Benz,70
18256,2011-12,Personnel Vehicle,Mercedes Benz,75
18257,2005-06,Light Goods Vehicle,Mercedes Benz,85
18258,2009-10,Light Goods Vehicle,Volvo,45
18259,2007-08,Light Goods Vehicle,Volvo,20
18260,2001-02,Light Goods Vehicle,Volvo,50
18260,2007-08,Light Goods Vehicle,Volvo,50
18261,2006-07,Light Goods Vehicle,Volvo,70
18262,2002-03,Heavy Goods Vehicle,Volvo,60
18262,2007-08,Heavy Goods Vehicle,Volvo,40
18265,2007-08,Light Goods Vehicle,Volvo,85
18267,2002-03,Heavy Goods Vehicle,Volvo,0
18267,2006-07,Heavy Goods Vehicle,Volvo,5
18271,2003-04,Heavy Goods Vehicle,Mercedes Benz,5
18271,2009-10,Heavy Goods Vehicle,Mercedes Benz,5
18272,2002-03,Light Goods Vehicle,Mercedes Benz,48
18272,2007-08,Light Goods Vehicle,Mercedes Benz,60
18272,2011-12,Light Goods Vehicle,Mercedes Benz,50
18274,2004-05,Light Goods Vehicle,Mercedes Benz,70
18274,2010-11,Light Goods Vehicle,Mercedes Benz,70
18277,2005-06,Heavy Goods Vehicle,Mercedes Benz,50
18278,2003-04,Light Goods Vehicle,Mercedes Benz,20
18278,2009-10,Light Goods Vehicle,Mercedes Benz,20
18279,2006-07,Personnel Vehicle,Mercedes Benz,60
18280,2005-06,Heavy Goods Vehicle,Volvo,15
18280,2010-11,Heavy Goods Vehicle,Volvo,50
18281,2005-06,Light Goods Vehicle,Volvo,10
18281,2011-12,Light Goods Vehicle,Volvo,20
18283,2001-02,Personnel Vehicle,Volvo,60
18283,2007-08,Personnel Vehicle,Volvo,70
18284,2002-03,Heavy Goods Vehicle,Volvo,30
18284,2009-10,Heavy Goods Vehicle,Volvo,30
18285,2002-03,Light Goods Vehicle,Volvo,48
18285,2007-08,Light Goods Vehicle,Volvo,20
18286,2009-10,Heavy Goods Vehicle,Volvo,50
18287,2006-07,Light Goods Vehicle,Volvo,30
18289,2006-07,Light Goods Vehicle,Volvo,70
18290,2008-09,Heavy Goods Vehicle,Fiat,30
18291,2002-03,Heavy Goods Vehicle,Mercedes Benz,60
18291,2011-12,Heavy Goods Vehicle,Mercedes Benz,50
18292,2004-05,Personnel Vehicle,Mercedes Benz,85
18292,2010-11,Personnel Vehicle,Mercedes Benz,80
18294,2005-06,Light Goods Vehicle,Mercedes Benz,58
18295,2006-07,Heavy Goods Vehicle,Mercedes Benz,30
18296,2003-04,Personnel Vehicle,Mercedes Benz,85
18297,2002-03,Light Goods Vehicle,Mercedes Benz,55
18297,2008-09,Light Goods Vehicle,Mercedes Benz,55
18298,2005-06,Heavy Goods Vehicle,Mercedes Benz,5
18298,2011-12,Heavy Goods Vehicle,Mercedes Benz,0
18299,2003-04,Light Goods Vehicle,Mercedes Benz,70
18299,2009-10,Light Goods Vehicle,Mercedes Benz,70
18300,2001-02,Personnel Vehicle,Volvo,70
18300,2007-08,Personnel Vehicle,Volvo,50
18301,2006-07,Light Goods Vehicle,Volvo,65
18304,2005-06,Heavy Goods Vehicle,Volvo,65
18304,2011-12,Heavy Goods Vehicle,Volvo,50
18307,2003-04,Heavy Goods Vehicle,Volvo,15
18307,2009-10,Heavy Goods Vehicle,Volvo,30
18308,2001-02,Light Goods Vehicle,Mercedes Benz,50
18308,2007-08,Light Goods Vehicle,Mercedes Benz,40
18309,2003-04,Personnel Vehicle,Mercedes Benz,75
18309,2011-12,Personnel Vehicle,Mercedes Benz,75
18310,2005-06,Personnel Vehicle,Mercedes Benz,100
18310,2011-12,Personnel Vehicle,Mercedes Benz,85
18311,2002-03,Heavy Goods Vehicle,Mercedes Benz,50
18311,2008-09,Heavy Goods Vehicle,Mercedes Benz,30
18311,2011-12,Heavy Goods Vehicle,Mercedes Benz,30
18312,2009-10,Heavy Goods Vehicle,Volvo,30
18313,2001-02,Light Goods Vehicle,Fiat,0
18313,2006-07,Light Goods Vehicle,Fiat,0
18314,2003-04,Heavy Goods Vehicle,Volvo,0
18314,2007-08,Heavy Goods Vehicle,Volvo,65
18314,2011-12,Heavy Goods Vehicle,Volvo,60
18315,2005-06,Heavy Goods Vehicle,Mercedes Benz,30
18315,2011-12,Heavy Goods Vehicle,Mercedes Benz,30
18317,2005-06,Heavy Goods Vehicle,Mercedes Benz,10
18318,2002-03,Personnel Vehicle,Mercedes Benz,75
18318,2009-10,Personnel Vehicle,Mercedes Benz,70
18319,2002-03,Light Goods Vehicle,Mercedes Benz,75
18319,2008-09,Light Goods Vehicle,Mercedes Benz,75
18321,2002-03,Heavy Goods Vehicle,Mercedes Benz,5
18321,2008-09,Heavy Goods Vehicle,Mercedes Benz,5
18321,2011-12,Heavy Goods Vehicle,Mercedes Benz,5
18322,2002-03,Light Goods Vehicle,Mercedes Benz,80
18322,2008-09,Light Goods Vehicle,Mercedes Benz,80
18323,2001-02,Light Goods Vehicle,Volvo,50
18323,2007-08,Light Goods Vehicle,Volvo,35
18324,2006-07,Light Goods Vehicle,Volvo,45
18325,2005-06,Light Goods Vehicle,Mercedes Benz,70
18325,2011-12,Light Goods Vehicle,Mercedes Benz,50
18327,2003-04,Heavy Goods Vehicle,Mercedes Benz,80
18327,2009-10,Heavy Goods Vehicle,Mercedes Benz,60
18328,2005-06,Heavy Goods Vehicle,Mercedes Benz,30
18329,2003-04,Light Goods Vehicle,Mercedes Benz,100
18329,2009-10,Light Goods Vehicle,Mercedes Benz,85
18330,2005-06,Heavy Goods Vehicle,Mercedes Benz,30
18333,2008-09,Light Goods Vehicle,Volvo,30
18334,2002-03,Light Goods Vehicle,Volvo,20
18334,2009-10,Light Goods Vehicle,Volvo,55
18337,2005-06,Light Goods Vehicle,Mercedes Benz,55
18343,2001-02,Light Goods Vehicle,Volvo,35
18343,2007-08,Light Goods Vehicle,Volvo,60
18347,2008-09,Light Goods Vehicle,Volvo,40
18348,2005-06,Heavy Goods Vehicle,Mercedes Benz,5
18348,2011-12,Heavy Goods Vehicle,Mercedes Benz,30
18351,2004-05,Light Goods Vehicle,Mercedes Benz,65
18351,2010-11,Light Goods Vehicle,Mercedes Benz,70
18353,2003-04,Light Goods Vehicle,Mercedes Benz,45
18353,2009-10,Light Goods Vehicle,Mercedes Benz,50
18354,2002-03,Light Goods Vehicle,Mercedes Benz,70
18354,2008-09,Light Goods Vehicle,Mercedes Benz,70
18358,2009-10,Personnel Vehicle,Volvo,10
18360,2005-06,Light Goods Vehicle,Volvo,20
18362,2001-02,Heavy Goods Vehicle,Volvo,15
18363,2005-06,Personnel Vehicle,Mercedes Benz,75
18363,2011-12,Personnel Vehicle,Mercedes Benz,75
18364,2001-02,Light Goods Vehicle,Mercedes Benz,20
18364,2007-08,Light Goods Vehicle,Mercedes Benz,20
18365,2005-06,Personnel Vehicle,Mercedes Benz,85
18366,2005-06,Light Goods Vehicle,Mercedes Benz,50
18366,2011-12,Light Goods Vehicle,Mercedes Benz,50
18371,2005-06,Personnel Vehicle,Mercedes Benz,80
18372,2001-02,Personnel Vehicle,Volvo,10
18372,2008-09,Personnel Vehicle,Volvo,0
18373,2005-06,Personnel Vehicle,Volvo,70
18374,2001-02,Light Goods Vehicle,Volvo,35
18374,2008-09,Light Goods Vehicle,Volvo,45
18375,2004-05,Heavy Goods Vehicle,Volvo,30
18375,2008-09,Heavy Goods Vehicle,Volvo,30
18377,2001-02,Personnel Vehicle,Mercedes Benz,60
18378,2004-05,Light Goods Vehicle,Mercedes Benz,60
18378,2010-11,Light Goods Vehicle,Mercedes Benz,60
18379,2005-06,Light Goods Vehicle,Mercedes Benz,65
18380,2001-02,Light Goods Vehicle,Mercedes Benz,40
18380,2007-08,Light Goods Vehicle,Mercedes Benz,50
18381,2005-06,Light Goods Vehicle,Mercedes Benz,70
18382,2001-02,Personnel Vehicle,Mercedes Benz,100
18382,2007-08,Personnel Vehicle,Mercedes Benz,50
18383,2005-06,Light Goods Vehicle,Mercedes Benz,75
18383,2011-12,Light Goods Vehicle,Mercedes Benz,80
18385,2001-02,Light Goods Vehicle,Fiat,45
18385,2007-08,Light Goods Vehicle,Fiat,0
18386,2005-06,Personnel Vehicle,Volvo,75
18386,2011-12,Personnel Vehicle,Volvo,75
18387,2001-02,Light Goods Vehicle,Volvo,35
18387,2008-09,Light Goods Vehicle,Volvo,35
18389,2004-05,Heavy Goods Vehicle,Volvo,50
18389,2008-09,Heavy Goods Vehicle,Volvo,60
18389,2011-12,Heavy Goods Vehicle,Volvo,10
18390,2010-11,Light Goods Vehicle,Mercedes Benz,70
18391,2009-10,Personnel Vehicle,Volvo,70
18392,2001-02,Light Goods Vehicle,Fiat,48
18392,2007-08,Light Goods Vehicle,Fiat,50
18393,2002-03,Heavy Goods Vehicle,Volvo,50
18393,2007-08,Heavy Goods Vehicle,Volvo,50
